Date,Id,comment_text,sentiment_rating
2018-01-02 4:04:41,151966444824649_1769801109707833,"زيدوا علي الطين بلة مايزيش نصدروا في لرهاب زيد نمولوا فيه .
باهي هذي اخبار بش تزيد تعزل تونس واخبار كيف هذي تعطل حركة ال اقتصاد  بربي شكون ها الموجيرة هذي ؟؟؟ الكل اصبحوا محليلين وووووووو بربي هاك الزيادة في لسعار نرمال ؟هكا تغطوا في عين الشمس بغربال رخصتونا يا بوڤلب الشعب التونسي اصبحنا حشرات في جرتكم",-1
2018-01-01 16:32:01,151966444824649_1769337036420907,أن شاء تكونلكم عبره يا جماعة شمس افلام,-1
2018-01-01 12:43:57,151966444824649_1769233139764630,شمس الدعارة,-1
2018-01-01 14:40:22,151966444824649_1769233139764630,افلام شمس ازلام يعطيكم بنت البرڨ يا عهرة الاعلام في راس العام,-1
2018-01-02 2:25:14,151966444824649_1769233139764630,"شمس افلام 
قلة التربية و البلاهة 
مع الفقر في استقصاء المعلومة يخليو آدمين الصفحة هذي كي الوكواك",-1
2018-01-01 12:18:56,151966444824649_1769030086451602,هههههههه متحيلييييييييين الدار كانت تخرج في الصيف توة نهار 31 وما فما شيئ وانشاء الله نهار 52 وما تراوهاش  شمس افلام تعيسكم في الاحلام,-1
2017-12-31 18:35:05,151966444824649_1768332623188015,ويني الدار لحكيتو عليها . ت شمس افم ماكلها الفقر باش تربح الدار . ربحت فلوس على ظهور الناس . ميسالش احسبوها صدقة على اذاعة ماكلها الفقر,-1
2017-12-31 19:10:47,151966444824649_1768167376537873,كيفك كيف شمس هههههه تعيشون في وهم الصقيع,-1
2018-01-01 5:47:49,151966444824649_1768167376537873,لقد قاطع العرب و المسلمون هذا السخف اي التنجيم منذ 1000 سنة و اسسوا علم الفلك و الآن شمس اف ام تاتي بهاؤلاء ثم يتحدثون عن التقدم و الحداثة,-1
2018-01-01 6:07:25,151966444824649_1768167376537873,شمس أف ام  والإعلام التونسي كامل...متأكدين اللي انتوما قارين ومثقفين 😑😒😒 ماكمش واعين قداش  قاعدين تفسدوا في البلاد,-1
2017-12-31 12:02:41,151966444824649_1767929749894969,يتمنيكو عالعباد بعد SMS تولي فيها سؤالات ويصعبو فيها،والله العيب في الناس اللي يصدقو فيهم وطامعين في دار،الرزق يجيبو ربي وجهدك وعملك الحلال موش شمس,-1
2017-12-31 14:08:01,151966444824649_1768020959885848,شمس fm ألا يكفينا فسوخكم وكذبكم حتى تاتوا لنا بشيخ الدجالين الفاسق حتى يتنبأ بمستقبل أمة لا يعرف مستقبلها ومصيرها إلا الله,-1
2017-12-31 12:58:35,151966444824649_1767973503223927,"شمس ا.ف.م جبتو واحد يخرّف 
هههه اطلع على الغيب ام له كتاب المقادير او ارسله شيطان ليحدث الناس عن الغيب وهو لا يعلم حتى يوم وفاته . 
دواعش من نوع اخر جهل مصيبة 
و فاش قام ربي يسهل و ان شاء الله كيف السيد هذا عندو كل شيئ . 
واصلوا فريق شمس ا.ف.م  هذا هو مستوى راس عامكم",-1
2017-12-31 10:45:36,151966444824649_1767437426610868,"ياااااااااآسر متحيلييين يا شمس اف ام
 حرام عليكم",-1
2018-01-01 5:58:28,151966444824649_1767437426610868,شمس تحرقكم ولا تربحكم ونشالله تتشوي فها الشمس,-1
2018-01-01 7:43:06,151966444824649_1767437426610868,SORRE9  3AM  KEMEL  WENTOUMA  TNB7OU  3A  SMS  TABARTOU  7A9  BALASS  KEMAL  YA  7LMILKOM  MIN  RABBI,-1
2017-12-30 15:55:40,151966444824649_1766989073322370,نسانا تخاف ربي..الحكومة اللي ماخافتش ربي ...وشمس أفم وإعلام لمجاري إعلام الفتن,-1
2017-12-30 16:20:37,151966444824649_1766989073322370,الله يلعنكم يا شمس اف ام,-1
2017-12-30 14:10:58,151966444824649_1766916676662943,حكاية شمس و المرطبات قطعا غير بريئة... إعلام مرتزق و نعرفوكم إذا ركزتو مع حاجة يعني فما شكون شركم كالكلاب...,-1
2017-12-31 19:36:46,151966444824649_1768020959885848,Kol 3am lazem ijibouh f chaine wella radio ifallam a3lihom chweya,-1
2017-09-15 8:37:08,151966444824649_1648983558456256,wjouh elou7 hedhi t7el talfza tal9ahom t7el radio tasma7om !! chlayek,-1
2017-12-31 9:13:43,151966444824649_1767679866586624,"mala ta7ayol maw 9olo mel lowel eli fama 10 asa2laa walah 3iiib 3likom , ti mafama 7ad yjaweb 3lehom l10 asa2la fi d9i9aa walh 7ram 3likom",-1
2017-12-31 8:51:06,151966444824649_1767679866586624,#متحيلين,-1
2017-12-31 8:54:45,151966444824649_1767679866586624,متحيلين حرام عليكم,-1
2017-12-31 9:16:59,151966444824649_1767679866586624,Mala 7ala w fech 9am l as2la ki hia 9or3a dawla met7ayla,-1
2017-12-31 9:17:50,151966444824649_1767679866586624,Meskin rajel t7ayeltou 3lih,-1
2017-12-31 9:20:58,151966444824649_1767679866586624,T7ayol maw 9olooo mi lawiiil,-1
2017-12-31 10:52:41,151966444824649_1767679866586624,متحيلين الله لا تربحكم,-1
2017-12-31 11:30:46,151966444824649_1767679866586624,يا شباب لا تشاركوا معهم في هذا التحيل لم يقولوا  هناك أسئلة  هذا كله تحيل بإسم مسابقة وهناك شيئين سيحدث في النهاية فأما سيربحون شخص يعرفونه او سيأجلون الإعلان  عن الفائز لربح اكثر عدد ممكن من المشاركين,-1
2017-12-31 11:31:25,151966444824649_1767679866586624,لا يشارك احد يا شباب هذا تحيل,-1
2018-01-01 1:35:08,151966444824649_1767679866586624,وينهم السوأل ملا كذب كليتونا فلوسنا كل يوم مساجات فارغة هذا تحيل,-1
2018-01-01 8:12:51,151966444824649_1767679866586624,Allah la traba7hom met7aylin,-1
2018-01-01 9:09:12,151966444824649_1767679866586624,Walahi met7aylin traj3ou f SmS 3leh wentouma ferzin les Numéro zeyed adika tunis,-1
2017-12-31 9:15:13,151966444824649_1767662223255055,10 as2la 7ata nebgha moch chijawbek 3lehom alah yehlekom ya met7aylin la ou zid fi t9i9a . Mala bled ken esore9,-1
2017-12-31 7:54:24,151966444824649_1767383539949590,والقنوات تحضر حفلة عيد ميلاد المسيح هذا أعلام العار,-1
2017-12-29 13:06:09,151966444824649_1765818043439473,شكون هذا الزعيم يا الاعلام العار التافه,-1
2017-12-18 13:26:25,151966444824649_1753975911290353,أعلام العار,-1
2017-06-14 18:19:42,151966444824649_1549577411730205,Très médiocre .ama bil 3arbi n9oulou zbela w 9ilit hye w 3ar .bil 3mal nitfaraj ken fi jnoun il 9ayla w machfar .,-1
2017-06-14 18:53:13,151966444824649_1549577411730205,Très médiocre 75% حاجة طبيعية و ما نستغربهاش,-1
2017-06-14 19:48:34,151966444824649_1549577411730205,Très très très médiocre et sans objectifs,-1
2017-06-15 3:08:51,151966444824649_1549577411730205,très médiocre et même trop médiocre,-1
2017-06-15 17:35:40,151966444824649_1549577411730205,ما تعجبش حتى طرف,-1
2018-01-01 15:18:45,151966444824649_1769233139764630,Wil3arrafa mètnèbitich bmostakbil blèdna wiwlèdna? Din hil faya enètna! I3lèm il3ar !,-1
2017-06-11 12:50:01,151966444824649_1546513622036584,"4 klocharat , i3lam el 3ar ya7ki 3lihoum w mkaberha el 7kaya , w kif habtet 2alaf 3la 5ater pétrole ma9alouch famma modhahra ... Tfouuuuh y'a kleb emarates",-1
2017-03-21 7:59:22,151966444824649_1456821024339178,Yiziw bla kedheb amaltou el 3ar  rahou 😠,-1
2018-01-01 3:02:41,151966444824649_1768673613153916,A3lem l3ar,-1
2017-12-30 16:46:38,151966444824649_1766989073322370,Hhhh 3mlto el3ar Walh !!!!,-1
2017-12-30 15:33:15,151966444824649_1766969339991010,Ya e3lem il 3ar matjiw ken e3lem el 3ar thabtou min ma3loumatkoum rahou cha3el tab3a il mo3tamdiyat ma7res rakoum 3miltou ri7ia,-1
2017-06-22 2:28:00,151966444824649_1558087520879194,Ya chams alah la ibwrkelkom fi hajiba neksin kenelmethlien asbah,-1
2017-06-19 2:32:09,151966444824649_1554749521212994,chams aflem tfouuuh,-1
2017-03-24 12:23:52,151966444824649_1460245613996719,Mamsatkom,-1
2017-03-24 12:23:52,151966444824649_1460245613996719,Mamsatkom,-1
2017-03-20 8:23:23,151966444824649_1455802164441064,Chams FM maskha ou tjib ken lekhmaj,-1
2018-01-01 14:39:27,151966444824649_1769263876428223,3ib alikom chams fm normalement trab7o l3bed nchofaha t7yel et n3ref fech nkoul deja sms 89 dekal barcha flous deja ki nkolou 1 janv nrabho dar donc seka et mouch ksais ch3ben,-1
2017-12-31 11:22:44,151966444824649_1767868329901111,Lé yezzi bhamet cherni zid bhamet chams fm fi 2008 mazelet,-1
2017-09-21 6:16:04,151966444824649_1655258814495397,اخيب راديو,-1
2017-09-15 12:15:09,151966444824649_1648983558456256,احتكرتم التلفزة وزيد علالها الإذاعة خايفين لا تستعمروننا اعلاميا .والصحافيين المتخرجين جدد حكمتم عليهم بالبطالة....,-1
2017-09-15 14:19:29,151966444824649_1648983558456256,خيييييييييت مالا حالة  كرهتونا فيه الراديو,-1
2017-09-15 16:39:52,151966444824649_1648983558456256,نفس العصابة في كل القنوات,-1
2017-09-15 17:37:20,151966444824649_1648983558456256,عصابات اعلام الزبالة و المجاري اعلام التضليل و الكذب و المال الفاسد نفس الاشكال المقرفة تتجول بين تلفزات و اذاعات العهر تبث السموم و الضغائن و الاحقاد و تزرع الفتن تبا لكم,-1
2017-06-22 1:58:05,151966444824649_1558087520879194,مستوى شمس اف ام مثل مستوى ضيفه,-1
2017-06-22 3:42:09,151966444824649_1558087520879194,خسارة ساعة نحب ماتينال شمس لزيتوني باش نبدل الفريكنس منحبش انمصخ وذني عالصباح  خاتر الصباح نتع نقاء و صفاء و وحاجات تبعث الأمل تقومو تجيبو هذا,-1
2017-06-19 10:30:24,151966444824649_1554749521212994,يا شمس افلام علاه تمرضوا فينا بحناك الزكار حتى مشطتها كيف بن علي كيف نراها نتفكر تونس سبعة واذن سيادته وهات ماك اللغة الخشبية جيبوا الشباب المتالق والناجح ويزيونا مالطبابلية والزكارة,-1
2017-06-14 7:57:27,151966444824649_1549167788437834,حمزة البلومي بعد ما فبرك الفيديو للمنصف المرزوقي مثال للاعلامي النزيه  ان لم تستح فاخدم في شمس افم,-1
2017-06-11 11:50:04,151966444824649_1546513622036584,kleb,-1
2017-03-20 9:55:51,151966444824649_1455802164441064,Shems que j'ai effacé de mon poste radio auto est désormais la voie de l'extrémisme tunisien.,-1
2017-12-18 9:56:25,151966444824649_1753975911290353,Saybou l3alem lkol w saybou l7areb eli fel 3alem lkol w o93dou lahin b sif 3lik ya 23lem l3aaaaaaarrrrrrrrrrrrr,-1
2017-09-23 9:30:22,151966444824649_1657486770939268,Wallah masta lasta,-1
2017-06-11 10:40:09,151966444824649_1546513622036584,Chems. Fm. الاماراتية الصهيونية ماذا تنتظرون منها، ان تنشر الأخلاق والقيم والمبادئ ، ههههههه هم مثل القراد والقمل يقتاتون من المستنقعات.,-1
2017-06-11 10:40:22,151966444824649_1546513622036584,ليس هناك فرق بينكم وبين البهاءم...وتونس دولة اسلامية وليس لاءكية يا جماعة جمعية شمس..سفهاء والله غني عن صيامكم يا اولاد**********,-1
2017-06-11 10:40:30,151966444824649_1546513622036584,Tfohhhhhhh alikme,-1
2017-06-11 10:40:31,151966444824649_1546513622036584,Ti 10 mines na3bouk wbouhom barra allah ya7ri9kom fal3wachir,-1
2017-06-11 10:40:37,151966444824649_1546513622036584,"لا يا سادة !!!
نحن مجتمع إسلامي وعندنا قيم ومبادئ.. وحرية الضمير لوغة ما تعنيناش وانتم حالات شاذة لا تمثل المجتمع التونسي",-1
2017-06-11 10:40:42,151966444824649_1546513622036584,Kamcha hmal la3nata allah 3lihom,-1
2017-06-11 10:40:57,151966444824649_1546513622036584,تفووووووووه عليكم,-1
2017-06-11 10:41:02,151966444824649_1546513622036584,الله يخلي دياركم,-1
2017-06-11 10:41:39,151966444824649_1546513622036584,"لعنة الله علي هالقذارة
لو جيت انا رئيس والله منعدمهم هالحشرات",-1
2017-03-24 18:23:30,151966444824649_1460216037333010,Lmochkla ltawa schems fm mawesletch ltozer.,-1
2017-03-22 2:31:51,151966444824649_1457743224246958,استظيفوه ليلا نهارا لن يمر يا اعلام الزبالة,-1
2017-03-22 3:14:30,151966444824649_1457743224246958,كان لعمله محسن مزروب عمله سياسي اسلامي راكم ندبتوله شرفه لكن اعلام عار ماءجور. لعنة الله عليكم قالك حرية التعبير. هذه حرية الهدم والخراب يا عديمي النزاهة والحياد,-1
2017-03-22 1:17:51,151966444824649_1457734800914467,الجم يا اعلام العار,-1
2017-03-21 6:27:21,151966444824649_1456821024339178,اعلام فسادسد اشبك تصور عكس ريح اعمل دورى خلينا نشوفو لبوتو لكل,-1
2017-03-21 6:52:26,151966444824649_1456821024339178,العلم تقطع علاه الكذب يا اعلام العار,-1
2017-03-20 6:53:48,151966444824649_1455802164441064,معملتولو قرون كان انتوما يا اعلام المجاري,-1
2017-03-20 9:21:57,151966444824649_1455802164441064,الاعلام غلطو في روحو برشا,-1
2018-01-02 4:51:00,151966444824649_1769801109707833,الفضل يرجع للاعلام . اعلام المؤجور صنف الشعب بالرهاب,-1
2017-03-10 3:12:47,151966444824649_1445479342140013,كفاكم نفاقا وفسادا في الارض يااعلام العار واصحاب النفوذ والمال حسبنا الله ونعم الوكيل,-1
2017-03-09 3:07:31,151966444824649_1444275632260384,انستم يا كمشة اعلام,-1
2017-03-08 10:48:33,151966444824649_1443520335669247,قداكشم تافهين كرهتون في البلاد و السياسة أخباركم الزائف لعنة الله عليكم اعلام العار,-1
2017-03-08 11:10:08,151966444824649_1443520335669247,هههه ملا اعلام بو دوروا لا مستوا ولا اخلاق الي يدفع هوا صاحبنا,-1
2018-01-01 9:57:47,151966444824649_1769030086451602,ماكم قلتو دار تتربح نهار الاحد 31  ديسمبر هاي ماتربحتش الدار والطبيعة انتوما ماذابيكم باش تزيدو تعبيو يا سراق .نورمالمون تعملو تيراج بركة والي يخرج اسمو هو الي يربح الدار ياسراق من جوان وانتومة تسرقو في زواولة ياشمس افلام مبروك عليكم ولادة الاذاعة الشقيقتكم  اذاعة شمس اللمثليين,-1
2017-12-29 14:53:49,151966444824649_1765818043439473,توا هذا خبر يستحق بش اذاعة كاملة تهبطو يوصل والا يهاجر واحنا اش دخلنا,-1
2017-09-18 1:40:48,151966444824649_1651720394849239,شممس افم اعلام المجاري البولية,-1
2017-09-18 1:47:23,151966444824649_1651720394849239,إذاعة ازبالة هي وصحافيها والاوباش والحثالة والانذال والطحانة,-1
2017-09-21 12:01:19,151966444824649_1655555977799014,"Shems Fm... Cessez donc de jouer ces jeux bidons et abêtissants et arrêter de droguer les gens avec vos émissions du hasard à  la con... orientez-vous plutôt vers tout ce qui aide à faire valoir culture, art er savoir...",-1
2018-01-01 14:39:27,151966444824649_1769263876428223,3ib alikom chams fm normalement trab7o l3bed nchofaha t7yel et n3ref fech nkoul deja sms 89...... dekal barcha flous deja ki nkolou 1 janv nrabho dar donc seka et mouch ksais ch3ben,-1
2017-12-29 12:46:37,151966444824649_1765818043439473,ملا رهوط يجيلولنا فيها,-1
2017-12-29 12:46:55,151966444824649_1765818043439473,و احنا مالنا ....,-1
2017-12-29 12:48:39,151966444824649_1765818043439473,ne9sin fsedd !!,-1
2017-12-29 12:48:42,151966444824649_1765818043439473,Mala tafeha,-1
2017-12-29 12:49:11,151966444824649_1765818043439473,لا حول ولا قوة إلا بالله  فنان الغلبة,-1
2017-12-29 12:49:51,151966444824649_1765818043439473,والله ما لقيت ما نعلق سوى بلا حول ولا قوة الا بالله,-1
2017-12-29 12:50:09,151966444824649_1765818043439473,والله شيء مقزز. توة هذا فاش لاهيين .,-1
2017-12-29 12:50:47,151966444824649_1765818043439473,chouf aka el hadra,-1
2017-12-29 12:51:13,151966444824649_1765818043439473,يزي بلا تفاهة يا شمس ف ا م أردوغان ماعملتلوش هكا,-1
2017-12-29 13:13:57,151966444824649_1765818043439473,ملا فضايح,-1
2017-12-29 13:15:17,151966444824649_1765818043439473,سعد الصغير !!! ملا خبر ، شمس وذني موش  اف ام ،، اشبيه جاكم محمد عبد الوهاب .,-1
2017-12-29 13:15:49,151966444824649_1765818043439473,تو هذا. ٱش. ناقصين؟,-1
2017-12-29 13:17:01,151966444824649_1765818043439473,درتوالعار,-1
2017-12-29 15:10:18,151966444824649_1765818043439473,شمس أف م المعنى الحقيقي لإعلام الرداءة والبذاءة والمجاري..,-1
2017-12-28 2:59:58,151966444824649_1764311386923472,حيدو  خطابكم يا شمس  اف ام واحترمو  مستمعوكم  من جميع   الاطياف,-1
2017-12-19 4:00:17,151966444824649_1754767471211197,وشمس ازلام شنية الرسالة الي تحبو توصلوهالنا السيد هاذا باش يكون القائد الملهم البلاد غارقة يالحاسة ومن هنا لراس العام نشوفو النتائج وفي اخر فيفري تبق بق وشدو فييه,-1
2017-12-19 19:07:56,151966444824649_1754767471211197,نفاق و ترهدين,-1
2017-12-18 14:31:13,151966444824649_1754263577928253,تكذبو علينا و تفلمو .لعنة الله عاللي ما يسوا,-1
2017-12-18 9:52:32,151966444824649_1753994327955178,اشدخلكم انتم شمس افم انتم إعلام مجاري واعلام الترجي اش دخلكم في النجم الساحلي,-1
2017-09-30 7:03:57,151966444824649_1663931480294797,غريبة مانشفوها كان شمس أف أم كان الركاي والفساد الى خلقهم ربي الكل يحاورو فيهم  ملا,-1
2017-09-22 2:42:31,151966444824649_1656141691073776,برهان بسيس اصبح ضيف قار في شمس افم . انبطاح كبير من هذه الاذاعة في خدمة النظام و توجيه الراي العام .,-1
2017-09-22 4:57:00,151966444824649_1656121611075784,قلك شمس فم الاذاعة الاكثر حيادية منين جاتها الحيادية وفيها حمزة متاع الفبركة وكل البوق الاديولوجي مختار الخلفاوي الي عاصباح وارباح يبدا في التزييف وقلبان الحقاءق,-1
2017-09-22 0:00:37,151966444824649_1655839447770667,فما مواضيع اتفه من هذا. علاش ما تتجندولهاش بكلكم. تحكوا على حالة نادرة وأصﻻ كذبة. ارجعوا لقلوب في جحيم متاع عام 80 . والله شمس آف آم فالسة وكل يوم تزيد عقدة. من بوغﻻب وانت ماشي. ههه,-1
2017-09-20 13:45:17,151966444824649_1654512007903411,لعنة الله عليكم,-1
2017-09-21 1:18:19,151966444824649_1654512007903411,اخييييييييييييت,-1
2017-09-21 14:59:59,151966444824649_1654512007903411,يا خسارتك يا شمس  اف ام.. شلكتوها البلاد.,-1
2017-09-20 6:24:25,151966444824649_1654102187944393,وبربي ركزولنا على قضايا البلاااااد الكبيرة و سيبونا من الحكايات الفارغة وماتعطوهاش اكثر من حجمها ،ماتغطيوش عين الشمس بالغربال ،فمة قضايا اههههم ماتغطوش حاجة بحاجة مش قدها,-1
2017-09-19 9:09:18,151966444824649_1653145654706713,ادامك الله عارا على الاعلام يا شمس اف ام,-1
2017-09-30 7:03:57,151966444824649_1663931480294797,غريبة مانشفوها كان شمس أف أم كان الركاي والفساد الى خلقهم ربي الكل يحاورو فيهم  ملا,-1
2017-09-22 2:42:31,151966444824649_1656141691073776,برهان بسيس اصبح ضيف قار في شمس افم . انبطاح كبير من هذه الاذاعة في خدمة النظام و توجيه الراي العام .,-1
2017-09-22 4:57:00,151966444824649_1656121611075784,قلك شمس فم الاذاعة الاكثر حيادية منين جاتها الحيادية وفيها حمزة متاع الفبركة وكل البوق الاديولوجي مختار الخلفاوي الي عاصباح وارباح يبدا في التزييف وقلبان الحقاءق,-1
2017-09-22 0:00:37,151966444824649_1655839447770667,فما مواضيع اتفه من هذا. علاش ما تتجندولهاش بكلكم. تحكوا على حالة نادرة وأصﻻ كذبة. ارجعوا لقلوب في جحيم متاع عام 80 . والله شمس آف آم فالسة وكل يوم تزيد عقدة. من بوغﻻب وانت ماشي. ههه,-1
2017-09-20 13:45:17,151966444824649_1654512007903411,لعنة الله عليكم,-1
2017-09-21 1:18:19,151966444824649_1654512007903411,اخييييييييييييت,-1
2017-09-21 14:59:59,151966444824649_1654512007903411,يا خسارتك يا شمس  اف ام.. شلكتوها البلاد.,-1
2017-09-20 6:24:25,151966444824649_1654102187944393,وبربي ركزولنا على قضايا البلاااااد الكبيرة و سيبونا من الحكايات الفارغة وماتعطوهاش اكثر من حجمها ،ماتغطيوش عين الشمس بالغربال ،فمة قضايا اههههم ماتغطوش حاجة بحاجة مش قدها,-1
2017-09-19 9:09:18,151966444824649_1653145654706713,ادامك الله عارا على الاعلام يا شمس اف ام,-1
2017-06-11 12:14:14,151966444824649_1546513622036584,ملا شلايك,-1
2017-06-11 12:18:08,151966444824649_1546513622036584,الإذاعة إذاعة شمس وجماعة زادة متع شمس اللّه لا تربحكم عملت العار بل مسلسلات و إذاعات و العار متاعكم,-1
2017-06-11 16:31:51,151966444824649_1546513622036584,بربي موش استفزاز من بعض وساءل الاءعلام الدنيءة والمسخة امثال هؤولاء المحتجين الي كيف تحكي عليهم وتغطي المضاهرة متاعهم و ممكن تحل الباب لكل ماهو غير منطقي وغير اخلاقي ان يقوم بمضاهرة في شتى المواضيع وخاصة المستفزة منها لمشاعر ومعتقدات واخلاق الاءغلبية فلذا يا شمس وكل الاءذاعات والصحف الي تحكي عن هؤولاء لا اضن فيكم حسن النية فكله مدروس وتقيسو في ردة الفعل الشعبية نبشركم الي هالخزعبلات لكلها ماهيش باش تفكك المجتمع التونسي ولي يصوم ربي يقبل عليه ولي يفطر ما فيها باس كان يستر والحياة تستمر وربي يحاسب الناس الكل ....,-1
2017-06-08 2:28:36,151966444824649_1542800669074546,اعلام الخنازير النتن في صف الخنازير بني صهيون,-1
2017-06-08 2:44:31,151966444824649_1542800669074546,كالعادة شمس بوق لقطاع الطرق والفسدة ومعادي تونس وثورتها....,-1
2017-03-20 6:38:05,151966444824649_1455802164441064,تفه عليك وعلى استوديو شمس الي جابك يا عميل يا كلب,-1
2017-03-20 6:49:58,151966444824649_1455802164441064,ما حقكش مشيت الـ شمس افلام ما عندهاش مصداقية و مسيسة و خدمتهم بيعان الفارينة,-1
2017-03-20 7:20:47,151966444824649_1455802164441064,عيب عليكم ياشمس افم تجيبو فيه و تعطيوه فرصة باش يتكلم,-1
2017-03-20 7:44:59,151966444824649_1455802164441064,ياشمس اف م بجاه ربي ملقيتو كان هذا تحاورو فيه شوفو حاجة اخرى تفيد البلاد موش حاجة توسخ البلاد وزيد تكبرولو في راسه حتى اولي جعبون,-1
2017-03-20 8:00:49,151966444824649_1455802164441064,العيب فيك يا شمس. انك تعطي فرصة لواحد كيفو يحكي و يتحدى في الناس الكل,-1
2017-03-20 10:40:26,151966444824649_1455802164441064,ما القيتش ما تحاور كان الكلب هذا,-1
2017-03-20 10:42:20,151966444824649_1455802164441064,عيب عليك يا شمس هذا تعديوه,-1
2018-01-02 12:42:18,151966444824649_1770213349666609,ماسطة لاسطة,-1
2018-01-02 17:36:42,151966444824649_1769784423042835,ما ثماش صحفي ماسط قد ها المخلوق,-1
2017-06-24 13:32:00,151966444824649_1560651183956161,تمثيلية ماسطة اسيادكم قالولكم عيد غدوة تشوف ولا ما تشوف,-1
2018-01-01 15:18:45,151966444824649_1769233139764630,Wil3arrafa mètnèbitich bmostakbil blèdna wiwlèdna? Din hil faya enètna! I3lèm il3ar !,-1
2018-01-01 2:18:19,151966444824649_1768673613153916,Medama i3lem elma5our mawjoud touns mechia le elhawia,-1
2017-12-30 19:22:01,151966444824649_1767015833319694,Chems aflém yzzikom milkthb eli tlemou fih mil i3lem lwahaby mta3 selmèn.!!,-1
2017-09-15 9:05:36,151966444824649_1648983558456256,KLB F I3lem el3ar,-1
2017-06-11 11:09:14,151966444824649_1546513622036584,Ma5ybkom w ma5yeb i3lemkom tfooohh 3la rhout ili mate7chmch,-1
2017-06-06 2:10:27,151966444824649_1540476402640306,Hamma ....kol  ma  tzid  todhhor  fil  i3lem  kolma nzidou  nekrhouk . 4 klimet  dima  t3awed  fihom ..ouffffffffffffff......,-1
2017-03-20 7:52:08,151966444824649_1455802164441064,ech yesskhayel rouhou el 3ib mouch fih el 3ib  feli3lem khalih ymout b9albou,-1
2017-09-15 13:50:27,151966444824649_1649132488441363,الي يصبح عليك يبزع قهوتو  معادش بش نسمعها شمس كيف بش تولي فيها ناس كيفك,-1
2017-09-15 14:23:13,151966444824649_1649132488441363,"تو نحولو نسمعو جوهرة اف.م...
ناقصين احنا على الصباح ونزيد نسمعو بوغلاب...يفشلي كعابري",-1
2017-09-17 15:27:19,151966444824649_1649104128444199,فريق مكلف بمهمة اقل ما يقال فيها انها قذرة,-1
2017-09-15 8:33:55,151966444824649_1648983558456256,الكلاب تلمدت,-1
2017-09-15 8:34:10,151966444824649_1648983558456256,كانت تشخر زادت بفففف,-1
2017-09-15 8:34:38,151966444824649_1648983558456256,كثرت الكلاب والشموسيين,-1
2017-09-15 8:35:03,151966444824649_1648983558456256,tfouuuuuh 3la ha achkaaaal ............ a79ar ma jabet zounes,-1
2017-09-15 8:36:44,151966444824649_1648983558456256,اتلمت الكلاب و جات من كل زريبة,-1
2017-09-15 8:37:08,151966444824649_1648983558456256,wjouh elou7 hedhi t7el talfza tal9ahom t7el radio tasma7om !! chlayek,-1
